Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
535,2,0.9203,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['malminga', 'kah', 'repeated', 'rumah', 'bahaya', 'covid', 'number', 'waspada', 'ok', 'repeated']"
536,0,0.9027,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['erupsi', 'anak', 'krakatau', 'hasil', 'geser', 'perhati', 'covid', 'number']"
537,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['rawan', 'kec', 'pajarakan', 'kab', 'probolinggo', 'prov', 'jatim', 'cegah', 'sebar', 'wabah', 'covid', 'number']"
538,4,0.9026,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['bau', 'nya', 'tingkat', 'positif', 'covid', 'number', 'batas', 'sosial']"
539,6,0.9203,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['mari', 'putus', 'rantai', 'covid', 'number', 'pyhsical', 'distancing', 'social', 'distancing', 'repeated']"
540,3,0.9326,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['malam', 'admin', 'nanya', 'kirim', 'barang', 'negeri', 'allcaps', 'usa', 'allcaps', 'kait', 'covid', 'number']"
541,6,0.9485,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['patut', 'gar', 'bawah', 'tambah', 'infeksi', 'covid', 'number', 'repeated', 'banding', 'sembuh', 'wafat', 'wafat', 'repeated', 'adsemoga', 'demi', 'cepat']"
542,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['adik', 'rs', 'repeated', 'gatau', 'jaga', 'tau', 'jaga', 'biar', 'rawan', 'covid', 'thankyou', 'ci']"
543,3,0.3736,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['mari', 'ki', 'polri', 'jaga', 'kamtibmas', 'cegah', 'sebar', 'virus', 'covid', 'number', 'rumah', 'mudik']"
544,1,0.6945,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['polisi', 'aman', 'orang', 'duga', 'provokator', 'tolak', 'makam', 'jenazah', 'awat', 'korban', 'covid', 'number', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah']"
545,3,0.9204,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['poin', 'gampang', 'covid', 'februari', 'gemes', 'jg', 'smua', 'jg', 'lihat', 'waras']"
546,7,0.9027,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['jom', 'nak', 'pergi', 'covid', 'covid', 'duduk', 'rumah', 'moha']"
547,2,0.9452,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['pimpin', 'daerah', 'gubernur', 'walikota', 'bupati', 'ketua', 'gugus', 'tugas', 'tanggulang', 'covid', 'number', 'daerah', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
548,0,0.7848,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['warga', 'kuningan', 'rujuk', 'rs', 'darurat', 'covid', 'number', 'citra', 'jemput', 'tugas', 'pakai', 'allcaps', 'apd', 'allcaps', 'lengkap']"
549,6,0.8248,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['tolak', 'jenazah', 'covid', 'number']"
550,4,0.5228,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['pasien', 'positif', 'allcaps', 'covid', 'allcaps', 'number', 'tambah', 'number', 'orang', 'total', 'positif', 'corona', 'jambi', 'number', 'orang']"
551,2,0.708,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'teknesi']"
552,2,0.927,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['hai', 'cay', 'hubung', 'terbang', 'terbang', 'dampak', 'covid', 'number', 'temu', 'informasi', 'refund']"
553,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'fkg', 'allcaps', 'unhas', 'gelar', 'pekan', 'solidaritas', 'peduli', 'allcaps', 'covid', 'allcaps', 'number']"
554,2,0.9026,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['sebar', 'allcaps', 'covid', 'allcaps', 'number', 'makassar', 'trasmisi', 'lokal']"
555,2,0.9619,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['alergi', 'efek', 'bersin', 'batuk', 'mata', 'air', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'alergi', 'kumat', 'usaha', 'nahan', 'batuk', 'bersin', 'belanja', 'butuh', 'kost', 'luar', 'ruang']"
556,4,0.9124,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['haiya', 'nk', 'gi', 'shensiong', 'takut', 'pasal', 'covid', 'pasal', 'hais']"
557,5,0.9602,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['nggak', 'sih', 'stop', 'share', 'hall', 'takut', 'muak', 'allcaps', 'covid', 'allcaps', 'number', 'it', 'okey', 'informasi', 'jujur', 'orang', 'parnoan', 'kaya', 'ganggu', 'banget', 'pikir']"
558,6,0.9416,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['update', 'covid', 'number', 'tambah', 'number', 'positif', 'total', 'number', 'achmad', 'yurianto', 'tambah', 'tanda', 'warga', 'disiplin']"
559,0,0.9735,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['beli', 'tong', 'besarisi', 'sepenuh', 'covid', 'number', 'beransur', 'pulih', 'confirmed', 'harga', 'minyak', 'repeated', 'by', 'that', 'time', 'duit', 'hang', 'selamat', 'while', 'orang', 'huha', 'huha', 'bising', 'harga', 'minyak', 'lambung', 'salah', 'raja', 'kawal', 'naik', 'harga', 'believe']"
560,6,0.9663,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['cocok', 'malakin', 'mas', 'covid', 'pergi', 'beli', 'kado', 'barusan', 'ajak', 'indoapril', 'nyuruh', 'ambil', 'asa', 'tantang', 'so', 'iya', 'ambil', 'cocok', 'total', 'nominal', 'sesuai', 'palakin', 'allcaps', 'wkwkwkwkwk', 'allcaps']"
561,1,0.9485,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['lebay', 'sih', 'covid', 'number', 'tinggal', 'keluarga', 'apart', 'kena', 'mati', 'iya', 'papa', 'mati', 'sendiri', 'keluarga', 'mati', 'susah']"
562,0,0.9326,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['update', 'sebar', 'covid', 'number', 'kabupaten', 'bojonegoro', 'tanggal', 'date', 'number', 'allcaps', 'wib', 'allcaps']"
563,6,0.9204,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['tangan', 'covid', 'number', 'warga', 'kukuh', 'tolak', 'islamic', 'center', 'kotabumi', 'isolasi']"
564,5,0.8247,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['covid', 'number', 'dtg', 'rumah']"
565,4,0.8454,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['marah', 'allcaps', 'lbp', 'allcaps', 'wabah', 'covid', 'number', 'allcaps', 'lbp', 'allcaps', 'kes', 'serius', 'lawan', 'wabah', 'covid', 'number', 'bela', 'datang', 'allcaps', 'tka', 'allcaps', 'china', 'atur', 'larang', 'jg', 'kes', 'paksa', 'pindah', 'allcaps', 'ikn', 'allcaps', 'negara', 'kumpul', 'sumbang', 'tuk', 'covid', 'number']"
566,6,0.7067,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['min', 'pamnya', 'mati', 'iya', 'kp', 'setu', 'bintara', 'jaya', 'rt', 'rw', 'number', 'covid', 'number', 'gin', 'pakai', 'mati', 'coba', 'cuci', 'tangan', 'air', 'mati', 'cuci_tangan', 'cuci_tangan']"
567,2,0.9583,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['jokowi', 'suka', 'suka', 'bagi', 'rejeki', 'masyarakat', 'butuh', 'gausah', 'menprovokasi', 'akan', 'gasuka', 'yagausah', 'komentar', 'diam', 'mmperkeruh', 'suasana', 'afau', 'rawan', 'covid', 'repeated']"
568,1,0.5076,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['allcaps', 'pmi', 'allcaps', 'muba', 'buka', 'daftar', 'rawan', 'manusia', 'hadap', 'covid', 'number']"
569,5,0.9485,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['selamat', 'indonesia', 'kena', 'masker', 'rumah', 'mari', 'jadi', 'masker', 'butuh', 'pokok', 'moga', 'pandemi', 'virus', 'corona', 'covid', 'number']"
570,0,0.9026,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['moga', 'secepetnya', 'virus', 'covid', 'number', 'ngilang', 'beraktifitas', 'normal']"
571,5,0.9375,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['ngelebelin', 'status', 'serta', 'test', 'covid', 'merah', 'isi', 'pdi', 'biru', 'isi', 'demokrat', 'pan', 'iya']"
572,3,0.9602,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['lama', 'eneg', 'lihat', 'driver', 'ojol', 'ngelunjak', 'emang', 'dampak', 'covid', 'number', 'tau', 'repeated', 'ne', 'menteri', 'urus', 'diver', 'nya', 'koq', 'negara', 'jadi', 'repot']"
573,0,0.9769,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['susah', 'gila', 'nak', 'control', 'orang', 'tua', 'nie', 'repeated', 'hari', 'riso', 'jea', 'repeated', 'lg', 'nak', 'repeated', 'control', 'effect', 'orang', 'repeated', 'stress', 'elongated', 'nya', 'repeated', 'dahla', 'kena', 'wfh', 'repeated', 'iya', 'allah', 'cepat', 'la', 'reda', 'covid', 'nie', 'moga', 'elongated', 'repeated']"
574,0,0.9687,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['cocok', 'sakit', 'bilang', 'teman', 'gin', 'teman', 'repeated', 'tolong', 'infusin', 'teman', 'sakit', 'bawain', 'obat', 'iya', 'nah', 'repeated', 'ngomong', 'pusing', 'flu', 'batuk', 'panas', 'sesak', 'nafas', 'takut', 'nak', 'covid', 'number']"
575,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['allcaps', 'garis', 'allcaps', 'panduanamalan', 'langkah', 'cegah', 'allcaps', 'covid', 'allcaps', 'number', 'industri', 'bina']"
576,5,0.9326,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['dampak', 'covid', 'number', 'ketua', 'allcaps', 'ampi', 'allcaps', 'palas', 'bagi', 'sembako', 'abang', 'becak']"
577,6,0.9602,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['bohong', 'berat', 'covid', 'number', 'mana', 'kalimat', 'statement', 'pakar', 'menciderai', 'profesi', 'acara', 'pantesan', 'kalah', 'gugat', 'pilpres', 'heran', 'sih', 'twit', 'gambar', 'kualitas', 'bye']"
578,7,0.9374,"covid, number, allcaps, mata_rantai, repeated, virus, putus, mudah, rumah, rantai","['banget', 'optimis', 'cepat', 'pulih', 'kenyataanya', 'melow', 'repeated', 'jg', 'sih', 'covid', 'baik', 'dentum', 'yaallah']"
579,3,0.5977,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['allcaps', 'himbauan', 'allcaps', 'masyarakat', 'pamoyanan', 'ibadah', 'putus', 'rantai', 'sebar', 'wabah', 'sakit', 'covid', 'number']"
580,2,0.9452,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['mekanisme', 'bentuk', 'desa', 'tanggap', 'allcaps', 'covid', 'allcaps', 'number', 'rawan', 'desa', 'lawan', 'allcaps', 'covid', 'allcaps', 'number']"
581,2,0.8248,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['mari', 'basmi', 'kegabutan', 'covid']"
582,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['akibat', 'nya', 'tahu', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'akibat', 'warga', 'takut']"
583,3,0.8905,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['iya', 'rumah', 'rumah', 'rumah', 'akuautocorrect', 'versi', 'covid']"
584,6,0.9326,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['hah', 'pergi', 'la', 'gunting', 'rambut', 'repeated', 'arini', 'pergi', 'sok', 'lusa', 'positive', 'covid']"
585,2,0.9124,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['informatorium', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'maret', 'number']"
586,3,0.8746,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['putus', 'wabah', 'covid', 'number', 'rumah', 'repeated']"
587,4,0.6941,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['selamat', 'malam', 'travelers', 'repeated', 'pandemi', 'covid', 'number', 'gardi', 'tour', 'standby', 'iya', 'travelers', 'repeated', 'allcaps', 'wfh', 'allcaps', 'senin', 'jumat', 'number', 'number', 'informasi', 'putar', 'traveling', 'hubung', 'number', 'number', 'number']"
588,0,0.965,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['negara', 'covid', 'org', 'nya', 'aneh', 'rusuh', 'provokator', 'salah', 'sih', 'perintah', 'sosialisasi', 'kemasy', 'hormat', 'tenaga', 'medis', 'puter', 'sinetron', 'keras', 'masyaraktnya', 'keras', 'elongated', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
589,3,0.5838,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['datang', 'hadir', 'menggucang', 'dunia', 'repeated', 'kuasa', 'tahan', 'arus', 'engkau', 'sebar', 'covid', 'number', 'kuasa', 'alloh', 'iya', 'alloh', 'izin', 'nikmat', 'ramadhan', 'sebentar']"
590,4,0.9513,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['heran', 'iya', 'daerah', 'jateng', 'positif', 'covid', 'baru', 'lumayan', 'kasus', 'acara', 'gowa', 'dicancel', 'iya', 'acara', 'iya', 'kayak', 'bulan']"
591,1,0.9326,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['allcaps', 'tindak', 'konsekuensi', 'allcaps', 'baca', 'paham', 'manusia', 'bicara', 'tindak', 'hati', 'hati', 'serampang']"
592,0,0.8248,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['sedap', 'nama', 'covid', 'lee']"
593,2,0.9484,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['erm', 'simpan', 'la', 'rambut', 'bile', 'covid', 'number', 'hilang', 'allcaps', 'pkp', 'allcaps', 'takde', 'la', 'tunggu', 'umi', 'bising']"
594,2,0.8541,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['covid', 'dentum', 'gunung', 'rap', 'happy']"
595,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['cegah', 'sebar', 'covid', 'number', 'lanud', 'allcaps', 'zam', 'allcaps', 'distribusi', 'allcaps', 'apd', 'allcaps']"
596,4,0.9513,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['pandemi', 'covid', 'number', 'ajar', 'orang', 'sabar', 'syukur', 'hemat', 'ajar', 'kaum', 'hawa', 'awat', 'rindu', 'rindu', 'aktivitas', 'luar', 'rumah']"
597,6,0.9513,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['putus', 'cipta', 'kluster', 'repeated', 'ada', 'sebahagian', 'menteri', 'libat', 'dasar', 'objektif', 'allcaps', 'mco', 'allcaps', 'cegah', 'wabak', 'covid', 'number']"
598,4,0.9583,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['do', 'sehat', 'wal', 'afiat', 'musibah', 'covid', 'sgr', 'jk', 'allah', 'panggil', 'cepat', 'iya', 'ikhlas', 'takdir', 'baik', 'reuni', 'reuni', 'dunia', 'boleh', 'repeated']"
599,0,0.9583,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['jenazah', 'tenaga', 'medis', 'covid', 'tolak', 'warga', 'dimakamin', 'lingkung', 'warga', 'pikir', 'gitu', 'tenaga', 'medis', 'cok', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
600,3,0.9026,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['bantu', 'ngerawat', 'pasien', 'covid', 'bin', 'pakek', 'apd', 'wkwk']"
601,1,0.8748,"allcaps, number, covid, orang, sih, iya, mandi, virus, repeated, tinggal","['jugaa', 'daerah', 'covid', 'stay', 'safe', 'iya']"
602,0,0.9374,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['lihat', 'video', 'versi', 'penuh', 'nyasebetulnya', 'vitamin', 'obat', 'an', 'dukung', 'spesifik', 'obat', 'covid', 'number']"
603,3,0.8248,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['dinas', 'sosial', 'ras', 'banget']"
604,4,0.5081,"covid, number, allcaps, repeated, orang, iya, tangan, sehat, pandemi, jaga","['mari', 'ki', 'polri', 'jaga', 'kamtibmas', 'cegah', 'sebar', 'virus', 'covid', 'number', 'dngan', 'rumah', 'jngan', 'mudik', 'gnakan', 'masker', 'bersih', 'cuci', 'tangan', 'cuci_tangan', 'cuci_tangan']"
605,3,0.5674,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['gara', 'donasi', 'rumah', 'sakit', 'batuk', 'langsung', 'parno', 'repeated', 'td', 'allcaps', 'rsu', 'allcaps', 'ngelewatin', 'ruang', 'isolasi', 'pasien', 'covid', 'mah', 'batuk', 'akibat', 'minum', 'dingin', 'mulu', 'kmrn', 'mak', 'dgr', 'takut', 'bsk', 'pagi', 'bgn', 'rumah', 'kosong', 'sekelurga', 'kabur', 'krmh', 'abang', 'ruang_isolasi', 'ruang_isolasi', 'ruang_isolasi']"
606,3,0.9562,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['dear', 'ojol', 'hidup', 'susah', 'covid', 'number', 'pulung', 'tukang', 'jual', 'susah', 'banding', 'ayo', 'main', 'main', 'daerah', 'rumah', 'pasrah', 'mati', 'lapar']"
607,5,0.8039,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['aing', 'heran', 'orang', 'nolak', 'jenazah', 'korban', 'covid', 'number', 'main', 'nongki', 'makam', 'takut', 'virus', 'jalan', 'makam', 'ngetok', 'pintu', 'rumah', 'masing', 'warga', 'cuy', 'bingung', 'aing']"
608,0,0.9602,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['hasil', 'lapor', 'dinas', 'sehat', 'kabupaten', 'kota', 'rs', 'rujuk', 'covid', 'allcaps', 'diy', 'allcaps', 'update', 'sabtu', 'tanggal', 'date', 'pkl', 'number', 'allcaps', 'wib', 'allcaps']"
609,2,0.9485,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['menteri', 'bincang', 'kakak', 'repeated', 'mcm', 'raja', 'de', 'whatsapp', 'group', 'covid', 'senang', 'rebak', 'pasal', 'kampung', 'kena', 'kurung']"
610,0,0.9374,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['lapor', 'mati', 'akibat', 'covid', 'number', 'wali', 'kota', 'masyarakat', 'dukung', 'upaya', 'cegah', 'covid', 'number']"
611,6,0.9513,"number, covid, allcaps, repeated, makam_jenazah, corona, papua_barat, positif, warga, pasien","['tetap', 'semangat', 'saudara', 'ku', 'mukmin', 'mukmin', 'bangun', 'susun', 'rapi', 'bagi', 'kuat', 'beliau', 'rekat', 'jari', 'jemari', 'repeated', 'follow']"
612,5,0.9124,"allcaps, number, covid, orang, pandemi, rumah, iya, sebar, putus, virus","['tuju', 'mmg', 'smua', 'kes', 'putus', 'rantai', 'covid', 'be', 'strong']"
613,2,0.9416,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['date', 'sabtu', 'tugas', 'kawasan', 'tumpuanatm', 'pasar', 'raya', 'pasar', 'awam', 'allcaps', 'pkp', 'allcaps', 'fasa', 'number']"
614,0,0.927,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['covid', 'number', 'dampak', 'negatif', 'ekonomi', 'ujung', 'ujung', 'terima', 'negara', 'kena', 'imbas']"
615,2,0.9326,"allcaps, number, covid, repeated, moga, virus, sebar, orang, cegah, indonesia","['warga', 'positif', 'allcaps', 'covid', 'allcaps', 'number', 'pasca', 'hadir', 'nikah', 'tenggarong', 'jelas', 'kadinkes']"
616,0,0.9513,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['sikap', 'gubernur', 'hormat', 'tenaga', 'medis', 'tinggal', 'akibat', 'covid', 'number', 'siap', 'makam', 'taman', 'makam', 'pahlawan', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
617,0,0.927,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['ayo', 'lawan', 'covid', 'number', 'dengam', 'jauh', 'ramai', 'dekat', 'sepi', 'repeated', 'hati']"
618,3,0.965,"number, covid, allcaps, repeated, moga, rumah, iya, bantu, wabah, perintah","['konteks', 'cakap', 'maksud', 'negara', 'perintah', 'pusat', 'plg', 'tanggung', 'atas', 'skala', 'nasional', 'pandemic', 'covid', 'number', 'local', 'government', 'tingkat', 'provinsi', 'lurah', 'mngingat', 'kewenangn', 'anggar', 'relatif', 'batas']"
619,0,0.927,"covid, number, allcaps, repeated, tenaga_medis, orang, virus, kena, moga, iya","['number', 'mantap', 'elongated', 'kasih', 'hbs', 'covid', 'skg', 'cari', 'ilham', 'la', 'haha']"
